Category,Message
real,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
real,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
real,Dear :-/ why you mood off. I cant drive so i brother to drive
real,When did dad get back.
real,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
real,Yes just finished watching days of our lives. I love it.
real,Juz go google n search 4 qet...
real,Many times we lose our best ones bcoz we are
real,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
real,Just getting back home
real,"Sorry, I'll call later  &lt;#&gt; mins"
real,Dun need to use dial up juz open da browser n surf...
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
real,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
real,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
real,You also didnt get na hi hi hi hi hi
real,Ya but it cant display internal subs so i gotta extract them
real,If i said anything wrong sorry de:-)
real,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
real,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
real,"Yeah I should be able to, I'll text you when I'm ready to meet up"
real,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
real,"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
real,"When you get free, call me"
real,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
real,Ok i msg u b4 i leave my house.
real,Still at west coast... Haiz... Ü'll take forever to come back...
real,MMM ... Fuck .... Merry Christmas to me
real,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
real,Update your face book status frequently :)
real,Just now saw your message.it k da:)
real,Was it something u ate?
real,So what did the bank say about the money?
real,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
real,Hey they r not watching movie tonight so i'll prob b home early...
real,Yar lor... How u noe? U used dat route too?
real,2mro i am not coming to gym machan. Goodnight.
real,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
real,Can u look 4 me in da lib i got stuff havent finish yet.
real,Sounds great! Im going to sleep now. Have a good night!
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
real,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
real,How come u got nothing to do?
real,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
real,i want to grasp your pretty booty :)
real,I've got it down to a tea. not sure which flavour
real,I'm going 2 orchard now laready me reaching soon. U reaching?
real,Dear i am not denying your words please
real,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
real,COME BACK TO TAMPA FFFFUUUUUUU
real,"2 celebrate my bday, y else?"
real,Merry christmas to u too annie!
real,Please tell me you have some of that special stock you were talking about
real,I sent them. Do you like?
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
real,"Awesome, be there in a minute"
real,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
real,I've told you everything will stop. Just dont let her get dehydrated.
real,Or I guess  &lt;#&gt;  min
real,I'm home. Ard wat time will u reach?
real,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
real,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
real,Aight should I just plan to come up later tonight?
real,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
real,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
real,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
real,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
real,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
real,Ranjith cal drpd Deeraj and deepak 5min hold
real,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X
real,Hey u still at the gym?
real,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
real,Much better now thanks lol
real,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
real,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
real,Wa... U so efficient... Gee... Thanx...
spam,3. You have received your mobile content. Enjoy
real,S but not able to sleep.
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
real,We will meet soon princess! Ttyl!
real,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
real,Oh :-)only 4 outside players allowed to play know
real,I anything lor.
real,Erutupalam thandiyachu
real,"Y cant u try new invention to fly..i'm not joking.,"
real,No..its ful of song lyrics..
real,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
real,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
real,Shopping? Eh ger i toking abt syd leh...Haha
real,What not under standing.
real,have * good weekend.
real,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
real,Call me when you get the chance plz &lt;3
real,The new deus ex game comin early next yr
real,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
real,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
real,Probably a couple hours tops
real,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
real,Man this bus is so so so slow. I think you're gonna get there before me
real,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
real,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
real,Ok
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
real,Nvm take ur time.
real,So wat's da decision?
real,Wot is u up 2 then bitch?
real,Stupid.its not possible
real,She told to hr that he want posting in chennai:)because i'm working here:)
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
real,When are you guys leaving?
real,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
real,Not able to do anything.
real,Ü takin linear algebra today?
real,This weekend is fine (an excuse not to do too much decorating)
real,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
real,Now project pa. After that only i can come.
